id_aluno,ano_referencia,regiao,uf,zona,porte_municipio,populacao_municipio,sexo,idade_meses,renda_per_capita,idh_municipio,taxa_pobreza,beneficiario_bolsa_familia,inse_escola,infraestrutura_escola,professores_formacao_adequada_pct,razao_aluno_professor,taxa_frequencia_creche_pre,meta_estadual_alfabetizacao,municipio_atingiu_meta_anterior,frequencia_escolar_pct,alfabetizado
7552,2024,Nordeste,AL,Urbana,Pequeno,9503,F,91,580.91,0.622,29.49,0,5.12,6.61,81.53,20.46,76.76,67.25,1,89.18,1
7553,2024,Sudeste,MG,Urbana,Médio,46342,M,106,1416.11,0.762,27.75,1,2.94,3.02,80.42,21.73,21.4,70.29,1,100.0,0
7554,2024,Sudeste,ES,Urbana,Médio,47895,F,105,1011.63,0.743,25.36,0,4.78,7.6,84.36,18.24,68.48,70.26,1,85.82,0
7555,2024,Norte,AP,Rural,Médio,88832,M,106,711.37,0.682,38.64,1,3.84,2.55,52.7,20.26,68.34,69.95,0,89.29,0
7556,2022,Sudeste,RJ,Urbana,Pequeno,12640,M,102,553.3,0.66,28.1,0,6.14,6.67,78.16,22.6,42.99,66.17,0,83.85,0
7557,2024,Centro-Oeste,DF,Urbana,Pequeno,6447,F,97,1134.93,0.703,9.46,0,5.73,5.8,62.1,26.55,55.42,76.46,1,100.0,1
7558,2022,Nordeste,PE,Urbana,Pequeno,5444,F,100,,0.633,28.9,1,2.38,4.57,72.59,21.15,57.94,62.71,0,86.12,0
7559,2024,Nordeste,CE,Urbana,Pequeno,4238,F,95,668.13,0.667,42.14,1,4.4,5.41,85.28,26.35,24.09,70.74,1,87.0,0
7560,2022,Nordeste,RN,Urbana,Médio,139439,F,94,934.61,0.581,38.98,1,6.98,7.71,47.6,22.49,59.87,68.16,0,88.38,0
7561,2023,Nordeste,MA,Rural,Pequeno,3895,F,104,634.15,0.67,23.04,0,5.73,3.36,77.25,22.08,57.53,69.52,0,92.62,1
7562,2024,Nordeste,RN,Urbana,Pequeno,16203,M,100,633.92,0.693,26.14,0,6.84,7.36,70.44,15.89,70.36,74.14,0,85.33,0
7563,2024,Sudeste,ES,Urbana,Grande,10772784,F,94,1498.03,0.719,28.02,0,4.46,6.25,62.47,24.73,62.71,59.29,1,77.62,1
7564,2024,Centro-Oeste,DF,Urbana,Médio,142970,F,86,1055.99,0.715,33.73,0,5.18,6.95,43.23,28.78,32.95,64.34,1,83.63,0
7565,2024,Nordeste,PB,Urbana,Pequeno,18748,M,107,692.57,0.67,39.93,0,2.42,6.47,77.38,21.83,46.63,72.54,1,70.81,0
7566,2023,Sudeste,RJ,Rural,Pequeno,12104,M,100,1149.5,0.578,18.3,0,5.79,9.79,80.94,13.11,98.65,69.74,1,98.18,1
7567,2022,Centro-Oeste,DF,Urbana,Pequeno,12655,M,103,682.47,0.761,27.3,0,4.06,5.83,71.65,24.23,70.81,75.63,0,76.27,1
7568,2022,Nordeste,SE,Urbana,Grande,9866805,F,105,1072.26,0.619,27.03,0,3.71,7.81,57.9,19.78,54.22,64.47,0,92.55,0
7569,2022,Sudeste,MG,Urbana,Pequeno,3833,M,84,853.88,0.661,6.57,0,4.37,6.2,50.09,26.84,67.93,70.16,1,88.22,0
7570,2024,Nordeste,PE,Urbana,Pequeno,14706,M,93,816.46,0.699,28.06,1,5.16,8.09,68.61,22.02,80.36,67.8,0,81.21,1
7571,2024,Nordeste,CE,Urbana,Pequeno,15504,M,96,773.7,0.693,25.07,0,7.84,4.64,87.31,30.1,97.6,67.72,0,79.8,1
7572,2023,Nordeste,AL,Urbana,Pequeno,19659,M,106,669.45,0.625,29.57,0,3.81,4.84,75.23,19.2,39.49,65.03,1,79.75,0
7573,2022,Sudeste,ES,Urbana,Grande,7001347,M,85,1162.44,0.687,24.73,1,6.12,4.68,91.51,22.36,85.5,67.43,0,88.77,1
7574,2023,Sul,RS,Rural,Grande,6042584,M,86,943.82,0.732,20.4,0,4.4,7.52,86.24,26.45,39.49,61.82,1,81.8,0
7575,2022,Sudeste,SP,Urbana,Médio,71523,F,88,977.9,0.752,20.73,0,4.72,8.61,37.5,25.75,45.01,79.26,1,86.43,1
7576,2024,Sudeste,SP,Rural,Pequeno,6274,M,95,,0.596,16.15,0,6.43,7.94,99.39,21.94,58.21,70.79,0,91.27,1
7577,2024,Centro-Oeste,DF,Urbana,Pequeno,14903,F,92,828.74,0.653,29.33,0,5.36,6.58,83.37,22.37,60.62,69.94,0,78.72,1
7578,2024,Sul,RS,Urbana,Pequeno,12644,M,86,1011.76,0.871,33.05,0,3.75,8.83,84.64,14.4,58.21,69.29,1,89.5,0
7579,2022,Sudeste,MG,Urbana,Grande,3674246,F,84,1366.68,0.649,16.89,0,6.48,4.82,64.61,21.55,59.27,66.35,1,86.93,1
7580,2022,Sudeste,ES,Urbana,Grande,2621640,M,100,862.95,0.729,19.37,0,5.69,6.35,74.34,24.91,84.27,75.27,1,83.33,0
7581,2024,Sudeste,SP,Rural,Grande,3937376,M,95,861.52,0.743,25.38,0,4.76,4.87,68.19,18.57,47.97,71.86,0,,1
7582,2023,Nordeste,BA,Urbana,Pequeno,3320,M,94,521.08,0.647,21.74,1,3.24,7.54,55.62,28.04,50.1,72.72,1,82.06,0
7583,2023,Nordeste,CE,Rural,Médio,199650,F,103,804.04,0.696,39.7,0,4.53,4.28,96.69,25.61,39.75,77.75,1,90.14,0
7584,2023,Nordeste,PB,Urbana,Pequeno,3048,M,86,777.73,0.641,11.79,0,7.38,6.02,70.3,23.06,8.59,66.07,0,77.57,0
7585,2022,Sudeste,ES,Urbana,Pequeno,8361,M,96,1213.61,0.738,12.27,1,6.13,6.82,42.98,22.57,49.61,70.44,1,94.94,1
7586,2022,Sul,SC,Rural,Grande,8677705,M,103,926.05,0.765,13.41,0,5.12,7.22,72.27,17.13,76.29,69.95,1,80.35,1
7587,2024,Sul,SC,Urbana,Pequeno,13695,M,104,652.25,0.787,18.27,1,4.04,10.0,76.19,17.94,58.77,63.91,0,87.43,0
7588,2024,Sudeste,SP,Urbana,Grande,4780618,F,94,1298.12,0.719,16.85,0,4.7,4.47,59.4,21.98,58.26,82.35,0,99.89,0
7589,2024,Sul,SC,Rural,Grande,8475002,F,88,1313.21,0.737,23.94,1,5.99,6.8,71.58,19.6,77.56,68.01,1,80.58,1
7590,2022,Sudeste,SP,Urbana,Pequeno,5293,F,106,992.51,0.629,32.08,1,5.47,5.79,100.0,22.11,62.08,68.84,0,69.51,1
7591,2022,Sul,PR,Rural,Médio,195848,F,103,,0.651,35.71,0,4.3,7.52,50.74,18.82,63.39,65.36,1,93.96,0
7592,2024,Sudeste,RJ,Rural,Pequeno,3563,F,95,1060.91,0.787,14.74,0,4.4,7.08,82.53,26.35,58.75,77.64,1,85.39,1
7593,2022,Sul,PR,Urbana,Grande,10410450,F,92,834.93,0.705,5.67,1,5.75,6.1,72.2,27.93,56.46,67.9,0,78.72,0
7594,2024,Sul,SC,Urbana,Pequeno,8520,M,92,1217.81,0.678,11.74,0,4.57,7.01,88.52,21.1,49.65,70.12,0,90.2,1
7595,2024,Sudeste,RJ,Urbana,Pequeno,6222,F,98,1204.14,0.699,31.26,0,8.03,6.87,69.99,22.01,61.23,66.6,1,95.43,1
7596,2023,Sudeste,SP,Urbana,Pequeno,3016,M,107,836.17,0.71,25.24,1,5.63,5.42,98.14,23.8,84.59,66.82,0,95.86,1
7597,2022,Sudeste,SP,Urbana,Grande,8876788,F,94,1210.79,0.679,12.44,0,4.94,6.86,69.52,22.38,54.77,65.7,1,85.49,0
7598,2022,Sudeste,ES,Urbana,Pequeno,14187,F,96,1714.46,0.691,16.4,0,5.22,4.37,81.04,19.07,61.81,76.99,1,92.38,1
7599,2022,Norte,TO,Urbana,Médio,24833,F,94,511.21,0.56,25.66,0,3.8,6.17,87.56,29.13,45.81,63.06,0,,0
7600,2022,Centro-Oeste,GO,Urbana,Médio,31538,M,84,408.47,0.645,16.23,0,6.11,7.28,56.21,28.71,30.61,77.3,1,90.25,1
7601,2024,Sudeste,MG,Urbana,Pequeno,12462,M,98,1068.39,0.77,17.07,0,3.86,5.04,83.68,18.86,83.1,77.64,0,95.63,0
7602,2023,Sudeste,SP,Urbana,Médio,49722,M,91,1126.95,0.714,26.0,0,4.05,4.06,71.43,27.24,49.84,66.12,0,95.91,0
7603,2022,Nordeste,PE,Urbana,Grande,888674,M,97,1050.84,0.702,28.81,0,4.96,5.25,83.8,18.07,73.38,58.94,0,81.23,1
7604,2023,Nordeste,BA,Urbana,Pequeno,19504,M,94,1287.47,0.617,23.37,1,5.38,5.19,37.91,25.37,58.52,75.08,0,97.9,1
7605,2023,Nordeste,PI,Urbana,Pequeno,4338,M,104,586.98,0.631,35.93,0,5.14,5.55,79.17,30.2,36.23,69.98,0,76.15,1
7606,2022,Nordeste,PE,Urbana,Pequeno,17948,M,102,503.04,0.683,11.02,0,6.3,5.79,44.58,16.91,56.99,74.51,1,87.55,0
7607,2023,Norte,AC,Urbana,Pequeno,17934,M,96,1015.65,0.66,34.13,0,6.05,5.26,52.05,20.49,75.54,71.99,0,90.47,0
7608,2024,Centro-Oeste,MS,Urbana,Pequeno,12804,M,106,1169.29,0.762,10.32,0,4.08,7.56,56.23,18.28,51.87,72.32,1,90.29,1
7609,2022,Norte,RR,Rural,Pequeno,14314,F,102,965.62,0.656,40.59,1,6.3,5.33,91.25,26.02,41.63,63.59,1,75.36,0
7610,2024,Sudeste,ES,Urbana,Médio,171440,M,86,999.96,0.706,25.21,0,4.73,8.1,71.01,19.95,71.63,71.02,1,98.62,0
7611,2024,Sudeste,SP,Urbana,Pequeno,17823,F,102,1274.68,0.65,24.2,0,5.03,6.74,86.41,23.17,36.75,59.8,0,99.8,1
7612,2024,Nordeste,CE,Urbana,Pequeno,2097,M,90,685.0,0.662,33.73,0,4.99,5.07,71.19,27.15,74.23,64.52,0,83.71,0
7613,2024,Norte,PA,Rural,Pequeno,18185,F,93,655.54,0.554,38.02,0,6.54,4.63,44.26,25.27,90.65,70.06,1,79.44,0
7614,2023,Nordeste,PB,Rural,Pequeno,10719,F,98,734.56,0.662,15.55,1,5.82,7.33,93.06,24.91,64.24,73.33,0,89.19,0
7615,2023,Sudeste,MG,Urbana,Pequeno,8853,M,91,878.38,0.751,8.62,0,5.64,7.16,90.21,26.67,51.01,66.21,0,91.51,1
7616,2024,Sudeste,SP,Rural,Pequeno,16714,M,94,1479.46,0.738,19.57,0,2.07,6.82,79.92,23.1,74.52,76.25,1,78.67,0
7617,2022,Sudeste,SP,Urbana,Pequeno,18345,F,104,1342.76,0.67,25.37,0,8.09,8.12,100.0,20.81,85.58,71.12,0,93.58,0
7618,2022,Centro-Oeste,MS,Urbana,Pequeno,8532,F,93,747.2,0.753,13.58,0,5.27,4.83,86.28,21.02,67.52,70.48,1,87.52,0
7619,2024,Sudeste,ES,Urbana,Pequeno,14394,M,105,1037.0,0.763,14.97,0,6.8,6.48,75.74,23.17,86.06,72.97,0,78.33,0
7620,2024,Nordeste,SE,Urbana,Pequeno,14498,F,84,1176.51,0.739,31.77,0,5.0,7.18,84.13,22.37,47.34,66.88,1,92.23,1
7621,2022,Nordeste,PB,Rural,Pequeno,3094,F,92,914.3,0.677,40.9,1,5.18,6.27,65.0,26.23,37.36,79.24,0,89.98,0
7622,2023,Sudeste,SP,Urbana,Médio,137427,F,102,921.19,0.75,18.64,0,5.39,6.52,73.46,26.31,83.92,77.36,0,80.3,0
7623,2023,Nordeste,PB,Urbana,Pequeno,19464,M,105,1283.09,0.515,17.89,1,5.15,5.01,68.0,22.39,63.03,65.76,0,90.61,1
7624,2023,Sudeste,MG,Urbana,Pequeno,12887,F,97,925.31,0.714,23.71,1,6.02,5.95,57.9,16.46,37.7,67.91,0,83.26,0
7625,2022,Sudeste,SP,Urbana,Grande,3678389,M,107,1425.02,0.749,15.98,0,5.68,4.86,58.26,22.0,55.09,75.88,0,83.16,0
7626,2023,Sul,SC,Urbana,Pequeno,6097,F,100,1312.57,0.75,9.6,0,4.31,7.37,81.59,17.97,52.14,70.65,1,88.95,0
7627,2024,Sul,RS,Rural,Pequeno,3097,M,86,1104.76,0.697,31.41,0,5.1,8.24,89.12,24.98,64.69,68.85,0,82.03,1
7628,2022,Sudeste,MG,Rural,Grande,4975987,M,89,1300.57,0.599,25.5,0,4.51,5.14,100.0,21.8,79.5,72.08,1,99.43,0
7629,2022,Sudeste,MG,Rural,Médio,107767,F,86,774.21,0.646,41.86,1,6.95,5.74,61.02,20.12,61.61,69.1,1,86.93,0
7630,2023,Sudeste,SP,Urbana,Pequeno,7091,M,99,636.79,0.666,24.72,0,6.31,6.97,72.65,23.24,71.29,60.4,1,94.31,0
7631,2024,Nordeste,SE,Urbana,Pequeno,3953,M,94,655.35,0.707,24.3,0,5.23,6.38,59.55,30.1,48.62,71.49,1,83.21,1
7632,2022,Sudeste,ES,Urbana,Pequeno,18581,F,105,1221.16,0.738,33.76,0,4.74,4.77,78.68,15.53,58.62,79.2,1,98.57,0
7633,2024,Sul,RS,Urbana,Pequeno,7061,M,99,841.38,0.643,19.87,0,5.13,5.75,60.54,14.19,48.42,77.69,0,96.38,0
7634,2023,Nordeste,PB,Urbana,Médio,115579,F,102,925.43,0.753,31.86,1,4.7,6.09,78.31,25.37,34.91,69.92,1,95.01,0
7635,2024,Sudeste,SP,Urbana,Médio,78189,M,97,1058.27,0.773,22.06,0,5.06,6.21,65.74,12.36,58.83,63.33,0,89.15,0
7636,2022,Nordeste,MA,Urbana,Médio,188011,M,85,546.67,0.722,49.35,1,2.61,3.57,68.91,15.89,53.16,61.75,1,90.58,0
7637,2024,Sudeste,RJ,Urbana,Grande,1283636,F,98,,0.761,11.7,0,6.07,6.16,48.3,21.18,82.95,79.05,0,83.61,1
7638,2023,Sudeste,SP,Rural,Médio,194469,M,91,739.72,0.636,25.02,0,5.7,8.27,94.19,28.81,94.71,69.55,1,78.77,0
7639,2023,Centro-Oeste,GO,Rural,Pequeno,10141,M,104,830.82,0.625,28.38,1,4.7,5.8,75.93,18.59,67.25,75.64,1,86.77,0
7640,2023,Nordeste,PI,Rural,Pequeno,13096,M,87,318.87,0.624,25.76,0,4.79,5.33,62.84,20.88,58.77,65.18,1,91.88,1
7641,2022,Sul,SC,Rural,Pequeno,19432,M,88,812.13,0.771,23.22,0,5.35,6.77,87.57,25.9,75.55,71.84,0,88.91,1
7642,2023,Norte,PA,Urbana,Médio,181481,F,86,649.31,0.65,12.37,1,7.75,6.53,60.54,26.38,44.28,69.04,0,100.0,1
7643,2024,Sudeste,ES,Urbana,Pequeno,11845,F,86,1167.32,0.726,17.76,0,6.17,8.75,70.5,25.46,60.17,82.78,0,85.04,1
7644,2022,Sul,SC,Urbana,Pequeno,11208,M,103,922.21,0.74,25.81,1,4.38,7.59,67.65,27.24,34.22,65.24,0,,0
7645,2024,Sul,SC,Rural,Grande,7769071,M,86,1220.61,0.753,11.94,0,3.02,7.08,96.78,29.23,81.01,67.36,0,99.29,0
7646,2022,Norte,AM,Urbana,Pequeno,19783,F,95,882.61,0.571,24.82,0,5.52,5.19,61.64,29.03,64.75,66.61,1,95.11,0
7647,2022,Sul,PR,Urbana,Pequeno,5283,F,103,938.57,0.779,36.75,1,4.41,3.93,89.8,22.37,43.72,78.26,0,92.28,0
7648,2023,Norte,PA,Urbana,Pequeno,13924,M,93,818.56,0.695,31.25,0,5.05,3.9,56.38,20.19,47.09,68.15,1,90.08,0
7649,2022,Sudeste,MG,Urbana,Médio,101982,M,102,1367.94,0.728,11.04,0,6.21,5.46,94.41,25.63,49.24,64.61,1,87.63,0
7650,2022,Sudeste,ES,Rural,Pequeno,7867,F,100,793.72,0.674,31.21,0,6.86,5.42,68.47,26.07,100.0,64.98,0,98.24,1
7651,2024,Sudeste,MG,Urbana,Pequeno,10337,F,97,971.96,0.65,29.62,0,5.93,5.63,66.9,23.33,74.71,72.79,0,90.55,1
7652,2022,Nordeste,PB,Urbana,Pequeno,2962,F,90,941.19,0.692,23.27,0,5.83,5.49,69.18,23.0,84.01,62.79,1,73.63,1
7653,2023,Centro-Oeste,DF,Urbana,Médio,190923,F,99,1093.72,0.731,29.83,0,4.79,6.64,40.64,22.5,86.44,68.3,0,97.41,0
7654,2024,Sul,PR,Urbana,Médio,160615,M,94,1232.99,0.696,22.09,0,4.53,5.58,37.69,19.24,83.68,67.89,0,91.49,0
7655,2024,Nordeste,PE,Urbana,Pequeno,4701,M,107,876.07,0.685,34.14,0,,7.13,88.59,21.93,52.78,62.12,1,93.27,0
7656,2023,Norte,AP,Urbana,Pequeno,6885,F,99,570.72,0.665,16.94,0,3.67,6.6,68.76,17.58,62.39,61.47,0,88.24,1
7657,2022,Nordeste,PE,Urbana,Pequeno,5708,M,87,675.64,0.648,38.64,1,4.21,5.62,82.26,17.19,64.24,72.74,0,79.07,0
7658,2022,Sudeste,ES,Rural,Médio,177366,M,101,1029.09,0.798,31.31,1,4.76,5.11,100.0,20.48,55.73,78.43,1,95.36,1
7659,2024,Nordeste,PI,Urbana,Médio,184616,M,105,588.84,0.69,27.59,0,5.32,7.17,77.71,29.01,55.42,65.02,1,81.76,0
7660,2022,Nordeste,CE,Urbana,Médio,113146,M,88,742.97,0.697,35.47,0,3.29,5.89,62.47,26.91,67.54,62.66,1,85.79,0
7661,2024,Sul,RS,Urbana,Pequeno,9734,F,106,1007.46,0.679,27.01,1,4.69,6.87,54.27,23.51,74.48,68.21,1,99.72,0
7662,2024,Sudeste,MG,Urbana,Pequeno,2006,M,103,,0.749,1.0,0,3.73,5.77,55.86,19.67,80.91,82.16,0,90.71,0
7663,2024,Nordeste,BA,Urbana,Médio,192427,M,85,580.15,0.695,34.03,0,4.86,8.4,72.19,24.6,53.01,73.16,0,87.04,1
7664,2022,Centro-Oeste,MT,Urbana,Médio,33203,F,88,604.43,0.668,22.42,0,4.85,7.03,64.54,27.03,78.46,70.89,1,91.89,0
7665,2024,Sudeste,MG,Rural,Pequeno,18137,M,106,,0.661,13.96,0,7.07,8.68,64.92,21.65,83.23,66.06,1,82.92,1
7666,2023,Centro-Oeste,GO,Urbana,Médio,172824,M,102,339.25,0.648,32.23,0,6.7,6.21,81.15,25.57,56.47,73.85,0,98.02,0
7667,2023,Norte,AM,Urbana,Pequeno,2152,M,84,520.12,0.588,18.49,0,6.91,4.52,62.29,24.95,48.04,68.33,1,88.29,0
7668,2023,Nordeste,BA,Urbana,Médio,135474,M,98,752.95,0.726,28.26,0,5.71,6.11,72.6,27.1,49.41,64.61,0,85.82,1
7669,2022,Norte,TO,Urbana,Pequeno,13572,M,93,869.42,0.606,25.55,0,6.38,4.77,88.83,24.57,59.97,72.64,0,,1
7670,2024,Norte,TO,Urbana,Pequeno,6492,M,87,623.59,0.617,38.3,0,5.43,7.1,64.57,25.66,58.25,69.65,0,80.64,1
7671,2024,Sudeste,SP,Urbana,Pequeno,6232,F,103,947.25,0.704,25.09,0,6.66,7.9,78.73,16.57,100.0,70.59,1,72.67,0
7672,2024,Sudeste,ES,Urbana,Médio,122234,M,100,963.73,0.664,38.72,0,5.66,5.32,74.78,24.33,44.41,73.78,1,90.84,0
7673,2022,Norte,PA,Urbana,Grande,7420402,F,98,508.3,0.61,20.66,1,5.29,6.31,64.3,27.47,43.45,75.21,0,80.78,0
7674,2023,Sul,RS,Urbana,Pequeno,10055,F,100,1000.62,0.686,35.84,1,4.51,5.68,46.62,16.93,71.57,75.0,1,78.19,0
7675,2024,Nordeste,AL,Urbana,Médio,191175,F,94,736.02,0.749,46.09,0,3.48,3.15,62.77,24.58,31.66,75.6,0,76.05,0
7676,2022,Sudeste,ES,Urbana,Médio,170503,F,95,1197.72,0.623,24.51,0,5.49,6.06,59.32,24.23,65.35,63.58,1,75.39,0
7677,2024,Nordeste,MA,Urbana,Pequeno,3099,M,101,847.07,0.571,26.36,1,3.68,5.71,43.69,19.77,44.87,76.35,0,84.04,0
7678,2024,Sul,RS,Urbana,Médio,92554,F,102,1051.63,0.744,26.36,0,7.47,7.33,55.14,24.63,66.83,77.2,0,95.19,1
7679,2022,Norte,AC,Urbana,Pequeno,18953,M,85,905.58,0.699,31.98,0,5.92,6.34,70.48,21.03,48.37,65.65,1,88.32,0
7680,2022,Sudeste,ES,Urbana,Médio,152970,F,91,1187.39,0.591,18.2,1,4.53,6.11,75.66,20.61,60.38,72.7,0,84.74,0
7681,2023,Nordeste,SE,Urbana,Pequeno,13410,F,103,821.37,0.753,37.12,0,2.41,5.14,47.83,24.5,33.04,67.64,1,87.52,0
7682,2023,Sul,SC,Urbana,Grande,2854177,M,84,975.11,0.666,14.07,0,4.68,5.29,80.82,28.2,57.71,68.67,1,88.84,1
7683,2023,Nordeste,PB,Urbana,Médio,100401,F,88,955.86,0.721,17.75,0,4.39,5.03,66.08,19.74,76.11,63.33,1,91.84,0
7684,2022,Norte,AP,Urbana,Grande,6605231,F,84,237.12,0.571,19.42,0,4.12,5.61,81.81,30.73,50.87,69.63,0,85.81,0
7685,2022,Sudeste,ES,Urbana,Médio,115167,M,84,1239.16,0.746,16.94,0,4.3,5.12,78.03,22.18,32.25,73.64,0,84.63,0
7686,2022,Sudeste,ES,Urbana,Grande,1781395,F,86,845.07,0.804,18.48,1,4.52,7.82,75.95,28.26,52.89,73.85,0,82.06,1
7687,2023,Sudeste,ES,Urbana,Pequeno,8329,M,89,1412.02,0.722,26.42,1,4.35,6.29,64.23,24.9,78.57,74.46,0,82.84,0
7688,2022,Sul,SC,Urbana,Médio,148165,F,91,822.72,0.64,25.91,1,5.29,4.46,66.74,23.97,99.59,59.37,0,81.91,0
7689,2022,Sudeste,RJ,Urbana,Pequeno,12161,F,98,1163.52,0.663,1.0,0,4.19,5.23,93.01,21.19,74.78,82.24,1,100.0,0
7690,2023,Sudeste,SP,Urbana,Pequeno,15177,F,91,958.18,0.739,26.95,0,6.04,8.02,62.57,17.65,55.02,64.38,0,92.0,1
7691,2023,Sudeste,MG,Urbana,Médio,179921,F,88,498.56,0.779,22.96,1,5.57,5.42,63.42,21.07,69.77,70.12,1,80.56,0
7692,2024,Sul,SC,Urbana,Pequeno,13654,F,104,941.45,0.638,11.63,0,5.56,5.95,59.85,20.17,72.63,75.1,1,97.51,1
7693,2022,Sudeste,MG,Urbana,Médio,194130,M,85,1421.19,0.676,28.24,0,6.12,6.69,97.67,23.09,46.65,75.29,0,86.31,0
7694,2023,Sudeste,RJ,Rural,Pequeno,16682,M,104,1465.31,0.741,34.0,0,4.51,3.85,77.47,19.56,92.38,67.71,1,,1
7695,2024,Nordeste,SE,Urbana,Pequeno,4294,M,87,306.84,0.665,41.77,1,5.59,4.32,70.52,26.88,45.53,65.6,0,97.4,0
7696,2022,Sudeste,ES,Rural,Médio,152402,F,90,989.57,0.776,13.46,0,3.97,6.31,67.24,27.69,79.34,69.41,0,86.99,1
7697,2022,Sudeste,MG,Urbana,Pequeno,7411,F,102,745.0,0.707,9.55,0,7.33,7.46,85.21,23.03,90.08,80.53,1,93.57,1
7698,2024,Sudeste,SP,Urbana,Pequeno,3440,M,94,1463.46,0.679,34.14,0,5.09,7.32,65.86,25.81,80.6,68.47,0,78.81,0
7699,2022,Nordeste,SE,Urbana,Pequeno,13952,F,105,742.4,0.727,41.66,1,3.65,4.38,66.72,20.54,71.02,65.96,0,,0
7700,2024,Sudeste,SP,Urbana,Médio,146185,F,103,1619.82,0.679,30.62,0,6.42,7.63,57.07,28.39,100.0,69.83,0,96.68,0
7701,2023,Sudeste,SP,Urbana,Pequeno,11809,F,97,1096.9,0.735,24.74,0,7.59,5.42,68.54,22.83,77.65,72.81,1,100.0,1
7702,2022,Nordeste,PB,Urbana,Pequeno,8147,F,93,905.29,0.62,20.12,1,3.88,8.77,63.64,18.35,24.46,70.86,1,87.54,0
7703,2023,Sudeste,SP,Urbana,Pequeno,14066,F,88,745.63,0.711,20.56,0,6.76,6.26,60.61,20.17,80.62,71.33,1,100.0,0
7704,2023,Sul,RS,Urbana,Médio,185749,F,107,1318.99,0.855,18.35,1,4.29,4.41,91.8,28.49,80.35,67.64,0,99.8,1
7705,2024,Sudeste,MG,Urbana,Médio,69012,M,93,1498.0,0.673,31.17,0,4.92,6.43,64.19,26.67,37.38,61.12,1,77.52,0
7706,2024,Sul,PR,Urbana,Médio,122697,F,87,553.63,0.691,17.35,0,6.48,7.24,57.3,27.37,70.33,68.08,0,90.14,1
7707,2024,Sul,SC,Urbana,Grande,6507816,M,86,961.83,0.698,24.12,0,4.98,7.98,56.56,20.64,51.33,72.98,0,81.5,0
7708,2024,Centro-Oeste,DF,Rural,Pequeno,16884,M,95,1038.54,0.72,15.6,0,4.11,5.76,84.44,24.73,57.45,74.19,0,88.55,1
7709,2023,Sul,RS,Urbana,Pequeno,2393,M,90,915.78,0.665,35.64,0,4.87,7.63,100.0,23.51,20.89,65.55,0,100.0,1
7710,2023,Sudeste,ES,Urbana,Pequeno,16640,F,87,1211.54,0.766,24.09,1,5.72,7.17,82.89,24.35,60.36,63.57,0,90.97,1
7711,2022,Sudeste,MG,Urbana,Pequeno,15266,F,94,1035.88,0.68,8.21,1,2.97,6.07,51.64,12.42,54.96,72.62,1,79.91,1
7712,2024,Nordeste,AL,Urbana,Pequeno,11340,F,91,992.37,0.717,29.6,0,,4.43,84.33,28.33,36.15,70.28,1,80.77,0
7713,2022,Nordeste,BA,Rural,Pequeno,6586,M,85,589.46,0.686,24.51,0,4.33,4.6,48.79,25.55,59.79,69.19,0,79.8,0
7714,2022,Centro-Oeste,MT,Urbana,Médio,133260,M,84,1339.75,0.521,14.22,0,5.72,8.91,86.89,19.0,49.35,68.69,1,94.7,0
7715,2024,Sudeste,SP,Urbana,Pequeno,4994,M,84,1522.25,0.712,25.18,0,3.6,6.55,68.81,17.49,40.04,72.41,1,98.21,1
7716,2023,Nordeste,PE,Urbana,Médio,49470,F,84,,0.652,31.53,1,5.62,5.47,62.54,25.67,49.57,78.64,1,73.11,0
7717,2024,Sul,RS,Urbana,Médio,123610,F,89,619.48,0.64,20.12,1,5.13,8.37,62.91,19.74,47.96,65.07,1,87.78,1
7718,2022,Sudeste,RJ,Urbana,Médio,78809,F,95,1222.7,0.725,25.74,0,5.12,4.76,54.06,21.92,79.62,70.79,1,77.4,1
7719,2023,Nordeste,SE,Urbana,Pequeno,4789,M,102,634.75,0.636,10.5,0,6.8,6.38,59.2,25.3,79.14,58.35,1,80.05,0
7720,2023,Sudeste,RJ,Urbana,Pequeno,9411,M,96,1155.42,0.758,26.1,1,5.63,6.92,95.83,23.7,73.96,79.47,1,89.08,1
7721,2023,Centro-Oeste,MT,Urbana,Pequeno,2780,F,87,675.71,0.706,20.94,1,6.91,3.94,44.9,20.46,73.67,74.55,0,92.71,1
7722,2022,Sudeste,ES,Urbana,Pequeno,18679,F,95,938.02,0.727,20.29,0,6.69,6.41,66.01,23.19,70.04,75.97,1,88.79,0
7723,2023,Sudeste,ES,Urbana,Pequeno,18350,M,85,943.25,0.677,18.61,0,4.66,6.36,45.74,20.03,57.23,66.5,1,78.85,0
7724,2022,Sudeste,ES,Urbana,Grande,11027606,F,88,,0.677,33.49,1,5.97,8.91,86.36,27.96,31.14,69.93,1,96.97,0
7725,2024,Sul,PR,Urbana,Pequeno,16554,M,107,1053.6,0.619,20.69,0,2.09,6.39,86.24,30.51,48.96,67.14,1,94.55,0
7726,2024,Sudeste,RJ,Urbana,Pequeno,5062,F,99,1174.34,0.778,26.97,1,4.55,4.62,62.29,27.85,76.12,69.93,0,83.55,0
7727,2022,Sudeste,ES,Urbana,Médio,53920,M,99,573.67,0.676,11.53,0,4.74,4.94,66.94,21.51,90.28,76.63,1,87.09,1
